gene,avg train loss,min train loss,avg val loss,min val loss
KAT6B,10.379908657073974,8.759482383728027,12.22331781387329,8.391702651977539
RBBP9,9.154759645462036,7.223695278167725,15.288530635833741,11.775314331054688
POU3F4,10.884689140319825,9.516275405883789,17.046406936645507,12.21325397491455
GTF3C1,7.980363559722901,6.466583251953125,11.488365173339844,8.555747985839844
ZMIZ2,7.267942953109741,5.6152544021606445,13.017562294006348,8.24752140045166
PHC1,9.10797438621521,7.549844264984131,9.903796863555907,8.44503116607666
PPARG,8.919728469848632,7.242444038391113,20.4692663192749,15.269262313842773
CTR9,10.307348442077636,8.44500732421875,17.935379219055175,8.93431282043457
ZBTB17,9.194290447235108,6.500894069671631,15.401377391815185,11.86458969116211
CNOT7,10.155704498291016,8.039548873901367,17.177523040771483,9.602749824523926
AEBP2,11.4094895362854,9.853057861328125,23.463458824157716,20.56019401550293
MBTD1,9.947989654541015,8.42681884765625,22.069062614440917,16.715797424316406
USP15,10.394972705841065,8.020730972290039,15.807615756988525,11.566715240478516
ILF2,10.52091941833496,7.992425918579102,22.272305488586426,15.009004592895508
NAB2,9.308540964126587,7.262668132781982,12.332619285583496,9.386336326599121
IRF1,8.494549465179443,7.067196369171143,10.196534442901612,9.046015739440918
EIF3K,8.731862592697144,6.730354309082031,11.944926071166993,9.280734062194824
SIRT5,7.224443864822388,5.213594436645508,22.311965560913087,20.455270767211914
ESRRA,11.262971782684327,8.754938125610352,18.0072039604187,11.950128555297852
SMARCD3,10.540858364105224,8.537163734436035,12.367656898498534,10.283424377441406
DPF1,9.506661510467529,8.409642219543457,18.521402835845947,12.40088176727295
INSM2,9.723578596115113,7.210745334625244,11.881066989898681,8.131505012512207
EHMT2,9.367639589309693,6.911574840545654,12.840059089660645,10.311145782470703
LPIN3,7.598883724212646,5.590189456939697,18.397883319854735,9.66481876373291
RBMX,10.665425109863282,8.867076873779297,13.532119178771973,10.243481636047363
USP7,9.266147804260253,7.7372965812683105,23.145827102661134,16.96712303161621
RCOR3,11.56464729309082,10.131387710571289,17.72971382141113,12.548165321350098
MRGBP,10.863753128051759,8.791424751281738,21.49171028137207,16.947296142578125
RARB,12.217646980285645,10.228891372680664,26.275943946838378,19.485288619995117
CREBL2,12.321219348907471,10.204699516296387,15.733449268341065,12.638318061828613
EMSY,8.67871036529541,6.759521007537842,11.006238555908203,9.14696216583252
ZNF236,8.705268669128419,6.870354652404785,13.641878795623779,9.382076263427734
RNF138,11.91390552520752,9.689979553222656,15.647538661956787,13.100192070007324
RING1,11.151682376861572,8.598896026611328,10.414541721343994,8.345388412475586
DHX57,9.735097503662109,7.110627174377441,19.615328216552733,11.57282543182373
GTF2A1L,9.236952877044677,6.698297023773193,25.03119478225708,9.35361099243164
HOXB13,10.446413516998291,8.800433158874512,18.161235046386718,10.855949401855469
LMO4,13.203592014312743,10.88797664642334,14.887663745880127,12.172450065612793
AKNA,8.031660079956055,5.98160457611084,16.59906644821167,10.652628898620605
HOXD12,8.913160371780396,6.807802200317383,11.42312240600586,8.550042152404785
ANKAR,9.076818990707398,7.476025104522705,10.126325798034667,7.728172302246094
EGR1,9.956382656097412,7.7621660232543945,21.330213928222655,13.56486701965332
ZBTB3,9.560556554794312,7.740420818328857,16.6788161277771,9.393946647644043
TTC21B,7.8344104290008545,5.924668312072754,9.56072096824646,7.11305570602417
PPM1A,10.503061008453368,9.125431060791016,15.307557678222656,10.643868446350098
MMS19,9.294590663909911,6.5789031982421875,23.842083549499513,17.088176727294922
UBE2L3,12.975016212463379,10.79023551940918,16.79426689147949,13.600717544555664
NOC2L,9.583865022659301,7.044340133666992,11.703968334197999,8.677572250366211
RGS14,9.171418619155883,7.06582498550415,20.84232587814331,14.20725154876709
TERF2,11.231110191345214,8.769396781921387,18.105078601837157,13.677790641784668
MYBL1,8.709066581726074,6.6866068840026855,7.8859387874603275,6.207642555236816
TFEC,9.567762184143067,7.255804538726807,16.12095718383789,11.508201599121094
CBY1,9.215708255767822,7.543484210968018,11.561663150787354,9.310968399047852
PHF21A,9.649272918701172,7.549348831176758,17.34265308380127,11.540355682373047
CENPT,8.574561977386475,6.512208461761475,9.512152099609375,7.538753986358643
USF3,11.657860660552979,9.52372932434082,17.470258712768555,13.084359169006348
ID3,11.228949165344238,8.374848365783691,11.545248317718507,9.101400375366211
ZNF22,13.787195205688477,11.598541259765625,24.011828804016112,16.3730411529541
MRTFB,8.67922625541687,6.420896053314209,14.88055486679077,12.058226585388184
ERF,10.40280270576477,7.749215126037598,14.498317623138428,10.987682342529297
CERS3,11.77629804611206,9.126173973083496,15.279265308380127,8.540653228759766
NEDD8,12.203392124176025,11.015521049499512,13.106156826019287,11.21654987335205
